Question,Answer
How is dLdW computed in terms of A and dLdZ?,dLdW is computed as A.T @ dLdZ (transpose of A multiplied by dLdZ)
What are the dimensions of dLdW for a layer?,"dLdW has dimensions 𝑚𝑙×𝑛𝑙, matching the dimensions of the weight matrix W"
What Python operator is used for matrix multiplication in the homework?,The @ operator is used for matrix multiplication in Python
How is matrix transpose denoted in the Python expressions?,Matrix transpose is denoted using .T in Python
What special consideration is given for ReLU's derivative at x=0?,"For the homework, the derivative of ReLU at x=0 is assumed to be 0, even though ReLU is technically not differentiable at 0"
"In linear classification, if we permute the order of features in a linearly separable dataset, will the dataset remain linearly separable?","Yes, because we can apply the same permutation to the θ values learned in the original problem such that θᵀx+θ₀ equals the same value as before"
Can rearranging feature order make a non-separable dataset linearly separable?,"No, because if changing the order made it separable, we could have permuted θ instead to get a separator, contradicting the premise of non-separability"
"For a feature transformation φ(x₁,x₂)=√(x₁²+x₂²), can it make previously non-separable data separable?","Yes, this transformation converts coordinates to distance from origin, which can separate data that forms circular patterns"
"For a feature transformation φ(x₁,x₂)=x₁-x₂, can it make previously non-separable data separable?","No, this is still a linear transformation and cannot separate data that wasn't linearly separable in original space"
"For a feature transformation φ(x₁,x₂)=|x₁+x₂|, can it make previously non-separable data separable?","No, this transformation alone cannot separate data that wasn't linearly separable originally"
"For a feature transformation φ(x₁,x₂)=|x₁|+|x₂|, can it make previously non-separable data separable?","Yes, this transformation can separate data that forms diamond-shaped patterns"
"Given a dataset D={(([0,0,0],0), ([1,1,0],0), ([1,0,1],1), ([0,1,1],1))}, is it separable in [x₁,x₂] space?","No, this is the classic XOR problem which is not linearly separable in two dimensions"
"Given a dataset D={(([0,0,0],0), ([1,1,0],0), ([1,0,1],1), ([0,1,1],1))}, is it separable in [x₃] space?","Yes, all points with label 0 have x₃=0 and all points with label 1 have x₃=1"
"Given a dataset D={(([0,0,0],0), ([1,1,0],0), ([1,0,1],1), ([0,1,1],1))}, is it separable in [x₁,x₂,x₃] space?","Yes, because it's separable in x₃ alone, it must be separable in the higher dimensional space"
"Given a dataset D={(([0,0,1],0), ([0,1,0],0), ([1,1,1],1), ([1,0,0],1))}, is it separable in [x₁,x₂] space?","Yes, all points can be separated by x₁ value alone"
"For a 2D non-separable dataset, can a linear transformation φ(x)=Ax where A is a 2×2 matrix make it separable?","No, because any linear transformation could be expressed as part of the original classifier, contradicting non-separability"
"For a separable dataset, what matrix transformation A would make it not separable?","The zero matrix [[0,0],[0,0]] will collapse all points to origin, making separation impossible"
"In one-hot encoding a cell phone dataset (Samsung=1 to Nokia=6) with {([2],1),([3],1),([4],-1),([5],-1)}, what θ value with θ₀=7 separates the data?","-2, as this creates correct classification: -2(2)+7>0, -2(3)+7>0, -2(4)+7<0, -2(5)+7<0"
"With the cell phone classifier (θ=-2,θ₀=7), what are predictions for Samsung(1) and Nokia(6)?","Samsung classified as positive (-2(1)+7=5>0), Nokia as negative (-2(6)+7=-5<0)"
Are predictions from integer-encoded phone brands meaningful given training data?,"No, because predictions are based on arbitrary ordering of brands as integers"
How many dimensions are needed to represent color(red/blue/green) and size(small/medium/large) using independent one-hot vectors?,6 dimensions total - 3 dimensions for color and 3 dimensions for size
"When using polynomial features in regression, what happens if order equals n-1 (n=number of data points)?","The model overfits to training data, achieving perfect fit but failing to generalize to new points"
Why does polynomial regression fail for orders 10 or higher?,The analytic solution becomes undefined as orders higher than data points have no exact solution
"How do parameter magnitudes (θ,θ₀) change with increasing polynomial order?","They increase in magnitude, indicating overfitting"
"If positive label points satisfy x₂=x₁²+2 and negative points satisfy x₂=x₁²-1, can transformation φ(x₁,x₂)=[x₁²+x₂,x₂] separate the data?","Yes, because a linear combination of these features can produce x₂-x₁² which separates the classes"
"If positive label points satisfy x₂=x₁²+2 and negative points satisfy x₂=x₁²-1, can transformation φ(x₁,x₂)=[-x₁²+x₂] separate the data?","Yes, this directly gives x₂-x₁² which separates the classes"
"If positive label points satisfy x₂=x₁²+2 and negative points satisfy x₂=x₁²-1, can transformation φ(x₁,x₂)=[x₁²,x₂²] separate the data?","No, this transformation doesn't preserve the relationship between x₂ and x₁² needed for separation"
"In ridge regression with polynomial features, how do higher λ values affect the fit?",Higher λ produces fits similar to lower order polynomials by reducing weights of higher-order terms
What's the benefit of using encoding B (independent one-hot vectors) over encoding A (single one-hot vector) for presents data?,"Encoding B allows sharing information between similar features, enabling better generalization when a new point shares size or color with training points"
Why might encoding A (single one-hot vector) perform poorly on unseen combinations?,"Because it treats each combination independently, giving no weight to shared attributes between combinations"
What happens to weights in regularized LLC for unseen feature combinations in encoding A?,"They get regularized to zero, leading to 0.5 probability predictions for unseen combinations"
"For a dataset with positive points at (x₁,x₂=x₁²+2) and negative at (x₁,x₂=x₁²-1), can φ(x₁,x₂)=[x₁,x₂,x₁-x₁²] separate data?","Yes, because we can obtain x₂-x₁² through linear combination of features"
When does regularization help prevent overfitting in polynomial regression?,When λ is large enough to reduce the influence of higher-order terms that might cause the function to oscillate between data points
What's the relationship between polynomial order and model complexity?,"Higher orders allow more complex functions but increase risk of overfitting, especially when order approaches number of data points"
What is an attention matrix?,An attention matrix represents weights that determine how much each token in a sequence should focus on other tokens. Each row must sum to 1 as it represents a probability distribution over all tokens.
"In a transformer with 3 tokens and embedding dimension 5, what is the dimension of one attention head's Query matrix?","[3, 5] - The Query matrix has dimensions (number of tokens × embedding dimension)"
What are the three key matrices needed for each attention head in a transformer?,"Query matrix (Q), Key matrix (K), and Value matrix (V). Each is created by multiplying the input by learned weight matrices Wq, Wk, and Wv respectively."
Why do we divide attention scores by sqrt(dk) in the transformer attention mechanism?,"This scaling factor prevents dot products from growing too large in magnitude for high dimensions, which could push the softmax function into regions with very small gradients."
How are residual connections implemented in a transformer?,"Residual connections add the input directly to the output of a layer: output = x + F(x), where F(x) is the layer transformation."
What is the main benefit of using multiple attention heads?,"Multiple heads allow the model to capture different types of relationships or patterns in parallel, with each head potentially focusing on different aspects of the relationships between tokens."
"In a transformer with sequence length 4, what is the dimension of the attention matrix?","[4, 4] - The attention matrix is always square with dimensions (sequence_length × sequence_length)"
How does a residual connection help with vanishing gradients?,"Residual connections provide direct paths for gradient flow during backpropagation, preserving the gradient signal even when it might vanish through deeper layers."
What is the purpose of the softmax function in attention mechanisms?,"Softmax converts attention scores into a probability distribution, ensuring all weights are between 0 and 1 and sum to 1 for each query token."
